[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType: v4.00+
Collisions:Normal
Timer:100.0000
Video File: Modern.Family.S03E24.HDTV.x264-LOL.avi
Video Aspect Ratio: 0
Video Zoom: 8
Video Position: 4597
Audio File: Modern.Family.S03E24.HDTV.x264-LOL.avi

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体简体,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:16:03.65,0:16:05.18,*Default,NTP,0000,0000,0000,,我们马上就来  甜心
Dialogue: 0,0:16:05.43,0:16:07.31,*Default,NTP,0000,0000,0000,,我们说好要一起告诉莉莉她娘的事
Dialogue: 0,0:16:07.31,0:16:08.50,*Default,NTP,0000,0000,0000,,一起穿着大地色有镇静作用的衣服
Dialogue: 0,0:16:08.51,0:16:10.37,*Default,NTP,0000,0000,0000,,而且我们说好要告诉她真相的
Dialogue: 0,0:16:10.37,0:16:12.46,*Default,NTP,0000,0000,0000,,我知道  但难道你就从没向莉莉说过
Dialogue: 0,0:16:12.46,0:16:13.88,*Default,NTP,0000,0000,0000,,任何希望她转眼忘掉的蠢话
Dialogue: 0,0:16:13.88,0:16:16.25,*Default,NTP,0000,0000,0000,,别扯上我  赶紧解决这事吧
Dialogue: 0,0:16:16.25,0:16:18.12,*Default,NTP,0000,0000,0000,,好的  挺好  但是...
Dialogue: 0,0:16:18.86,0:16:20.31,*Default,NTP,0000,0000,0000,,你答应得如此爽快让我不得不怀疑
Dialogue: 0,0:16:20.31,0:16:21.90,*Default,NTP,0000,0000,0000,,你又对莉莉说过些什么
Dialogue: 0,0:16:21.90,0:16:23.96,*Default,NTP,0000,0000,0000,,我可能告诉过她说谎会害死小鸟
Dialogue: 0,0:16:24.24,0:16:26.50,*Default,NTP,0000,0000,0000,,你真行  等下再来谈这事
Dialogue: 0,0:16:27.79,0:16:29.04,*Default,NTP,0000,0000,0000,,嗨  公主
Dialogue: 0,0:16:29.04,0:16:31.40,*Default,NTP,0000,0000,0000,,乖女儿  能说个小话不
Dialogue: 0,0:16:31.40,0:16:32.66,*Default,NTP,0000,0000,0000,,我闯祸了吗
Dialogue: 0,0:16:32.66,0:16:35.46,*Default,NTP,0000,0000,0000,,我的天  没有  当然不是  甜心
Dialogue: 0,0:16:35.80,0:16:38.43,*Default,NTP,0000,0000,0000,,你还记得我们过去老跟你说
Dialogue: 0,0:16:38.43,0:16:40.65,*Default,NTP,0000,0000,0000,,枯萎的花会到达天堂的事吗
Dialogue: 0,0:16:40.65,0:16:41.82,*Default,NTP,0000,0000,0000,,"过去老说"是神马意思
Dialogue: 0,0:16:41.82,0:16:43.64,*Default,NTP,0000,0000,0000,,抱歉  说漏嘴鸟  过会儿再谈
Dialogue: 0,0:16:43.65,0:16:45.06,*Default,NTP,0000,0000,0000,,乃到底瞒着我多少事
Dialogue: 0,0:16:45.06,0:16:47.19,*Default,NTP,0000,0000,0000,,乃们为什么这么说话
Dialogue: 0,0:16:47.19,0:16:48.22,*Default,NTP,0000,0000,0000,,爸爸们刚说岔了
Dialogue: 0,0:16:48.22,0:16:51.28,*Default,NTP,0000,0000,0000,,-不好意思  甜心  -有时候
Dialogue: 0,0:16:51.28,0:16:54.20,*Default,NTP,0000,0000,0000,,我们说一些话只是想让你高兴
Dialogue: 0,0:16:54.25,0:16:57.01,*Default,NTP,0000,0000,0000,,当我告诉你你妈妈是公主时
Dialogue: 0,0:16:57.02,0:16:59.63,*Default,NTP,0000,0000,0000,,也只是想让你高兴
Dialogue: 0,0:17:00.68,0:17:03.44,*Default,NTP,0000,0000,0000,,那她不是公主
Dialogue: 0,0:17:03.97,0:17:05.31,*Default,NTP,0000,0000,0000,,你知道吗
Dialogue: 0,0:17:05.31,0:17:07.19,*Default,NTP,0000,0000,0000,,-她可能是  -可能是的
Dialogue: 0,0:17:07.31,0:17:09.04,*Default,NTP,0000,0000,0000,,但我们不能肯定  宝贝
Dialogue: 0,0:17:09.04,0:17:12.70,*Default,NTP,0000,0000,0000,,因为  我们不知道她在哪里  
Dialogue: 0,0:17:12.70,0:17:15.25,*Default,NTP,0000,0000,0000,,或是  她在做什么
Dialogue: 0,0:17:15.26,0:17:16.65,*Default,NTP,0000,0000,0000,,但我们知道的是
Dialogue: 0,0:17:16.65,0:17:18.57,*Default,NTP,0000,0000,0000,,她非常非常爱你
Dialogue: 0,0:17:18.57,0:17:20.27,*Default,NTP,0000,0000,0000,,她知道自己没法好好照顾你
Dialogue: 0,0:17:20.27,0:17:22.36,*Default,NTP,0000,0000,0000,,所以她让你来到了
Dialogue: 0,0:17:22.36,0:17:25.04,*Default,NTP,0000,0000,0000,,她能找到的最有爱的家庭
Dialogue: 0,0:17:25.77,0:17:28.45,*Default,NTP,0000,0000,0000,,所以我们三个人组成了一个家
Dialogue: 0,0:17:28.45,0:17:30.13,*Default,NTP,0000,0000,0000,,这样说你能接受吗  亲爱的
Dialogue: 0,0:17:31.15,0:17:32.88,*Default,NTP,0000,0000,0000,,你有问题要问我们吗
Dialogue: 0,0:17:32.92,0:17:36.39,*Default,NTP,0000,0000,0000,,你们为什么要说谎  害死一只鸟
Dialogue: 0,0:17:39.19,0:17:41.17,*Default,NTP,0000,0000,0000,,我刚才注意到你和你太太一起来的
Dialogue: 0,0:17:41.18,0:17:42.10,*Default,NTP,0000,0000,0000,,她好漂亮
Dialogue: 0,0:17:42.10,0:17:43.62,*Default,NTP,0000,0000,0000,,知道你这句恭维话里我最喜欢什么吗
Dialogue: 0,0:17:43.62,0:17:44.68,*Default,NTP,0000,0000,0000,,你认为她是我太太
Dialogue: 0,0:17:44.68,0:17:46.48,*Default,NTP,0000,0000,0000,,全世界一半的人认为她是我女儿
Dialogue: 0,0:17:46.48,0:17:49.01,*Default,NTP,0000,0000,0000,,要我说  幸运的是她
Dialogue: 0,0:17:49.01,0:17:50.33,*Default,NTP,0000,0000,0000,,对我来说就不幸了
Dialogue: 0,0:17:50.33,0:17:52.67,*Default,NTP,0000,0000,0000,,大帅哥在这里  却已经名草有主了
Dialogue: 0,0:17:52.67,0:17:54.60,*Default,NTP,0000,0000,0000,,我敢肯定你的追求者不少
Dialogue: 0,0:17:55.69,0:17:56.77,*Default,NTP,0000,0000,0000,,的确 
Dialogue: 0,0:17:57.12,0:17:58.75,*Default,NTP,0000,0000,0000,,而我感兴趣的是你
Dialogue: 0,0:17:58.75,0:18:00.44,*Default,NTP,0000,0000,0000,,看来你是个直抒胸臆的人啊
Dialogue: 0,0:18:00.44,0:18:03.09,*Default,NTP,0000,0000,0000,,我倒是想约束一下我的"凶器"[男根]
Dialogue: 0,0:18:04.66,0:18:05.43,*Default,NTP,0000,0000,0000,,我的天
Dialogue: 0,0:18:05.43,0:18:07.34,*Default,NTP,0000,0000,0000,,别过去  别管他们
Dialogue: 0,0:18:07.34,0:18:10.00,*Default,NTP,0000,0000,0000,,-可你知道这是...  -知道  他需要这个
Dialogue: 0,0:18:10.00,0:18:10.45,*Default,NTP,0000,0000,0000,,好吧
Dialogue: 0,0:18:10.46,0:18:12.81,*Default,NTP,0000,0000,0000,,-很高兴认识你  杰  -我也是  萨姆
Dialogue: 0,0:18:12.81,0:18:15.21,*Default,NTP,0000,0000,0000,,哇  看来某人很喜欢你啊
Dialogue: 0,0:18:15.21,0:18:16.80,*Default,NTP,0000,0000,0000,,我能说什么呢  魅力不减当年啊
Dialogue: 0,0:18:16.80,0:18:18.82,*Default,NTP,0000,0000,0000,,我一直想问你  你瘦身了吗
Dialogue: 0,0:18:18.82,0:18:21.28,*Default,NTP,0000,0000,0000,,-你看起来棒极了  -你不知道
Dialogue: 0,0:18:21.28,0:18:22.89,*Default,NTP,0000,0000,0000,,你这句话对我来说多重要  杰
Dialogue: 0,0:18:22.89,0:18:24.51,*Default,NTP,0000,0000,0000,,抱那边
Dialogue: 0,0:18:24.57,0:18:26.36,*Default,NTP,0000,0000,0000,,我觉得这样会让你开心起来
Dialogue: 0,0:18:26.56,0:18:28.67,*Default,NTP,0000,0000,0000,,灰机  灰机
Dialogue: 0,0:18:28.81,0:18:30.43,*Default,NTP,0000,0000,0000,,宝贝女儿
Dialogue: 0,0:18:30.47,0:18:32.64,*Default,NTP,0000,0000,0000,,瞧你  连经典词都教给她了
Dialogue: 0,0:18:32.64,0:18:34.96,*Default,NTP,0000,0000,0000,,杰  来见见我的新"纹身"
Dialogue: 0,0:18:34.96,0:18:36.47,*Default,NTP,0000,0000,0000,,-再联系  -多谢前来
Dialogue: 0,0:18:36.47,0:18:38.04,*Default,NTP,0000,0000,0000,,-多谢  -客气了
Dialogue: 0,0:18:42.93,0:18:45.87,*Default,NTP,0000,0000,0000,,克莱尔  他们走了  你可以出来了
Dialogue: 0,0:18:47.57,0:18:48.66,*Default,NTP,0000,0000,0000,,克莱尔 
Dialogue: 0,0:18:49.30,0:18:51.67,*Default,NTP,0000,0000,0000,,亲爱的  很抱歉我之前说你不吓人
Dialogue: 0,0:18:51.68,0:18:53.28,*Default,NTP,0000,0000,0000,,今天太累了
Dialogue: 0,0:18:53.28,0:18:55.10,*Default,NTP,0000,0000,0000,,我们回家好吗
Dialogue: 0,0:19:01.38,0:19:04.22,*Default,NTP,0000,0000,0000,,好了  我自己走咯
Dialogue: 0,0:19:21.82,0:19:25.82,*Default,NTP,0000,0000,0000,,看来  你会用这个遥控器啊
Dialogue: 0,0:19:41.14,0:19:41.69,*Default,NTP,0000,0000,0000,,喂
Dialogue: 0,0:19:41.69,0:19:43.11,*Default,NTP,0000,0000,0000,,菲尔  你在哪里
Dialogue: 0,0:19:43.26,0:19:45.55,*Default,NTP,0000,0000,0000,,克莱尔  你在哪里
Dialogue: 0,0:19:45.69,0:19:47.62,*Default,NTP,0000,0000,0000,,我过去吓你  但听到你带那对夫妻
Dialogue: 0,0:19:47.62,0:19:49.01,*Default,NTP,0000,0000,0000,,参观房子
Dialogue: 0,0:19:49.01,0:19:50.64,*Default,NTP,0000,0000,0000,,所以我就没妨碍你
Dialogue: 0,0:19:51.67,0:19:52.58,*Default,NTP,0000,0000,0000,,你在家里吗
Dialogue: 0,0:19:52.58,0:19:54.55,*Default,NTP,0000,0000,0000,,是  我十分钟前就回来了
Dialogue: 0,0:19:54.63,0:19:57.41,*Default,NTP,0000,0000,0000,,那  那你是说
Dialogue: 0,0:19:57.96,0:20:01.26,*Default,NTP,0000,0000,0000,,这通电话不是从这间房子里打来的
Dialogue: 0,0:20:01.26,0:20:02.87,*Default,NTP,0000,0000,0000,,你说什么呢  快回家吧
Dialogue: 0,0:20:02.87,0:20:04.34,*Default,NTP,0000,0000,0000,,孩子们和我都饿了
Dialogue: 0,0:20:04.34,0:20:05.61,*Default,NTP,0000,0000,0000,,快点  爸
Dialogue: 0,0:20:05.61,0:20:06.86,*Default,NTP,0000,0000,0000,,我们想你
Dialogue: 0,0:20:08.43,0:20:09.91,*Default,NTP,0000,0000,0000,,我也想你  小老弟
Dialogue: 0,0:20:47.34,0:20:48.92,*Default,NTP,0000,0000,0000,,不给糖就捣蛋
Dialogue: 0,0:20:52.03,0:20:53.71,*Default,NTP,0000,0000,0000,,其实我也没那么害怕啦
Dialogue: 0,0:20:57.30,0:20:58.36,*Default,NTP,0000,0000,0000,,好吧怕死了
Dialogue: 0,0:21:03.10,0:21:05.48,*Default,NTP,0000,0000,0000,,你还没说你有没有用蛋砸到那些小子
Dialogue: 0,0:21:05.48,0:21:06.62,*Default,NTP,0000,0000,0000,,他们混进了人群
Dialogue: 0,0:21:06.62,0:21:08.66,*Default,NTP,0000,0000,0000,,但有个动作慢的
Dialogue: 0,0:21:08.66,0:21:09.76,*Default,NTP,0000,0000,0000,,他跑不快
Dialogue: 0,0:21:09.76,0:21:11.95,*Default,NTP,0000,0000,0000,,所以我好好地用蛋给他洗了下
Dialogue: 0,0:21:12.32,0:21:14.66,*Default,NTP,0000,0000,0000,,-我警告过你的  -好啦  罗本
Dialogue: 0,0:21:14.66,0:21:16.25,*Default,NTP,0000,0000,0000,,你那些酷朋友现在去哪里了
Dialogue: 0,0:21:16.26,0:21:18.21,*Default,NTP,0000,0000,0000,,没用棉签替你清洗耳朵  这是肯定的
Dialogue: 0,0:21:18.21,0:21:19.93,*Default,NTP,0000,0000,0000,,得了  罗本
Dialogue: 0,0:21:20.02,0:21:21.85,*Default,NTP,0000,0000,0000,,这就是我不和酷孩子混在一起的原因
Dialogue: 0,0:21:21.86,0:21:23.44,*Default,NTP,0000,0000,0000,,是啊  是你拒绝了他们
Dialogue: 0,0:21:23.44,0:21:24.48,*Default,NTP,0000,0000,0000,,就在你和你妈在达人秀上
Dialogue: 0,0:21:24.48,0:21:26.12,*Default,NTP,0000,0000,0000,,表演滚轴溜冰舞之后
Dialogue: 0,0:21:26.12,0:21:27.42,*Default,NTP,0000,0000,0000,,我家被烧了缺钱
Dialogue: 0,0:21:27.42,0:21:28.85,*Default,NTP,0000,0000,0000,,反正跟你们选的歌一点关系都没有
Dialogue: 0,0:21:28.85,0:21:30.56,*Default,NTP,0000,0000,0000,,《翼下之风》  痛
